Source,FeatureID,Alt name,Constr,Period,Subperiod,BackupID,LocShort,LocLong
"D1990.K.151 and G1990.P.571 (for dimensions see Deneauve 1983: 105 fig. 8; assumptions are too numerous to include here - see section in my thesis on tracing the walls mirroring D, F, and G)",MU-SX0025r,wall F',,Roman,Phase 2,df37243ae2777f89eac5608d2933a31c,"F.VII.12; G.VII.3,4,5,6,7,8,9,10; H.VI.8,11,12,13,14,15; H.VII.1,2; I.V.16; I.VI.2,3,4,5,6,7,9","F.VII.12; G.VII.3; G.VII.4; G.VII.5; G.VII.6; G.VII.7; G.VII.8; G.VII.9; G.VII.10; H.VI.8; H.VI.11; H.VI.12; H.VI.13; H.VI.14; H.VI.15; H.VII.1; H.VII.2; I.V.16; I.VI.2; I.VI.3; I.VI.4; I.VI.5; I.VI.6; I.VI.7; I.VI.9"
"D1990.K.151 and G1990.P.571 (for dimensions see Deneauve 1983: 105 fig. 8; assumptions are too numerous to include here - see section in my thesis on tracing the walls mirroring D, F, and G)",MU-SX0022r,wall G',,Roman,"Phase 1, Phase 2",942c6159e8d5f5d95c13744457de4240,"F.VII.12; G.VI.16; G.VII.3,4,5,6,7,9; H.VI.8,10,11,12,13,14,15; H.VII.1; I.V.15,16; I.VI.1,2,3,4,5,6","F.VII.12; G.VI.16; G.VII.3; G.VII.4; G.VII.5; G.VII.6; G.VII.7; G.VII.9; H.VI.8; H.VI.10; H.VI.11; H.VI.12; H.VI.13; H.VI.14; H.VI.15; H.VII.1; I.V.15; I.V.16; I.VI.1; I.VI.2; I.VI.3; I.VI.4; I.VI.5; I.VI.6"
"D1990.K.151 and G1990.P.571 (for dimensions see Deneauve 1983: 105 fig. 8; assumptions are too numerous to include here - see section in my thesis on tracing the walls mirroring D, F, and G)",MU-SX0024h,wall F',,Roman,Phase 2,75384a5177053051c78c4f41a7019703,"F.VII.12,15,16","F.VII.12; F.VII.15; F.VII.16"
"D1990.K.151 and G1990.P.571 (for dimensions see Deneauve 1983: 105 fig. 8; assumptions are too numerous to include here - see section in my thesis on tracing the walls mirroring D, F, and G)",MU-SX0021h,wall G',,Roman,"Phase 1, Phase 2",69632da58327c06976dcfdcf8d5867bd,"E.VIII.4,7,8; F.VII.11,12,13,14,15,16; F.VIII.1,2","E.VIII.4; E.VIII.7; E.VIII.8; F.VII.11; F.VII.12; F.VII.13; F.VII.14; F.VII.15; F.VII.16; F.VIII.1; F.VIII.2"
B2.J.010a,MU-SX0008r,,,Roman,Phase 2,a99628909a8200d322347101e4083dfa,"H.III.3,4,8,12; I.III.5","H.III.3; H.III.4; H.III.8; H.III.12; I.III.5"
D1990.K.151,MU-SX0027h,,,Roman,"Phase 1, Phase 2",3cf8e55f1ea7bd0b8dc5ddedb07e1ce2,"J.V.10,14,15; J.VI.2,3","J.V.10; J.V.14; J.V.15; J.VI.2; J.VI.3"
B3.P.064a,MU-SX0031e,,,Roman,Phase 2,12cff8730f0d25919e7967bad9066445,"L.IX.4,8; M.IX.1,5","L.IX.4; L.IX.8; M.IX.1; M.IX.5"
B3.P.064a,MU-SX0034r,,,Roman,Phase 2,ba12758d04865de63b954c36545d6ab6,"L.IX.8; M.IX.1,5,6,9,10","L.IX.8; M.IX.1; M.IX.5; M.IX.6; M.IX.9; M.IX.10"
B3.P.064a,MU-SX0033r,,,Roman,Phase 2,d866dcb5e8847c8cce040ad5a19f7ced,M.IX.1,M.IX.1
B3.P.064a,MU-SX0032r,,,Roman,Phase 2,869d03e9a649c307ff2a29e9e2614b36,"K.V.13; K.VI.1,2,5,6,7,10,11,15,16; K.VII.3,4,8,12; L.VII.5,9,10,13,14; L.VIII.2,3,6,7,11,12,15,16; L.IX.4; M.IX.1","K.V.13; K.VI.1; K.VI.2; K.VI.5; K.VI.6; K.VI.7; K.VI.10; K.VI.11; K.VI.15; K.VI.16; K.VII.3; K.VII.4; K.VII.8; K.VII.12; L.VII.5; L.VII.9; L.VII.10; L.VII.13; L.VII.14; L.VIII.2; L.VIII.3; L.VIII.6; L.VIII.7; L.VIII.11; L.VIII.12; L.VIII.15; L.VIII.16; L"
GD1980.P.320,MU-FA0004e,,opus quadratum,Roman,"Phase 1, Phase 2",24af0021759cfb3e81abb8f9ff1ff306,C.IV.9,C.IV.9
GD1980.P.320,MU-FA0005e,,opus quadratum,Roman,"Phase 1, Phase 2",eb3f9beab18a9160afc3f42237917244,"B.IV.8,12; C.IV.5,9","B.IV.8; B.IV.12; C.IV.5; C.IV.9"
GD1980.P.320 (assumed based on Mu-FA0013r),MU-FA0014r,,opus quadratum,Roman,"Phase 1, Phase 2",e4245acef383cc8ad1b02f9f8a701e7c,"B.IV.8; C.IV.5,9","B.IV.8; C.IV.5; C.IV.9"
GD1980.P.320,MU-FA0013r,,opus quadratum,Roman,"Phase 1, Phase 2",94952fc9de825e0fbd88f61f805fb9be,C.IV.9,C.IV.9
B1.P.144a,MU-FA0003e,,opus reticulatum,Roman,"Phase 1, Phase 2",4a09a88c707231aca5e6ff82af935b68,"C.IV.9,10","C.IV.9; C.IV.10"
GD1980.P.320,MU-FA0012r,,opus reticulatum,Roman,"Phase 1, Phase 2",ea29f8c29df427d10f64bcc7e93db12b,"C.IV.9,10,13","C.IV.9; C.IV.10; C.IV.13"
GD1980.P.320 (assumed MU-FA0005e continuous with MU-FA0016r),MU-FA0015r,,opus reticulatum,Roman,"Phase 1, Phase 2",c7392af96ae85d2827bf8774e32a0ad5,"C.IV.2,5,6","C.IV.2; C.IV.5; C.IV.6"
B1.J.100b,MU-AS0007e,,opus quadratum,Roman,"Phase 1, Phase 2",098dc9e74629429a6fb87890bd50e640,"E.III.3,4,8","E.III.3; E.III.4; E.III.8"
B1.J.100b,MU-AR0005e,,opus quadratum,Roman,"Phase 1, Phase 2",d353233cb2bd2ab648e69c87275b36b6,F.II.13,F.II.13
assumed S side continued the curve of MU-AS0006e,MU-AS0023r,,opus quadratum,Roman,"Phase 1, Phase 2",b95752fdd76abf6dd9c350eca61b615c,"E.III.3,4","E.III.3; E.III.4"
assumed S side continued the curve of MU-AS0006e,MU-AS0024r,,opus quadratum,Roman,"Phase 1, Phase 2",3ac4acc63a557d2564c9bc96e87784da,"E.III.4; F.III.1","E.III.4; F.III.1"
assumed S side continued the curve of MU-AS0006e,MU-AS0027r,,opus quadratum,Roman,"Phase 1, Phase 2",9a53ef60a77d2c1aa018214d204c9e24,"F.II.13; F.III.1","F.II.13; F.III.1"
assumed S side continued the curve of MU-AS0006e,MU-AS0028r,,opus quadratum,Roman,"Phase 1, Phase 2",b2bcf04e24aef0b069b55f457ab43154,F.II.14,F.II.14
B1.J.100b (features hidden behind grid labels traced from B1.P.100a),MU-AS0006e,,"rubble joined with lime, lined with opus reticulatum",Roman,"Phase 1, Phase 2",3fd419fb378a353494808c6812793980,"E.III.3,4,6,7,8; F.II.13,14; F.III.1,2","E.III.3; E.III.4; E.III.6; E.III.7; E.III.8; F.II.13; F.II.14; F.III.1; F.III.2"
B1.J.100b (features hidden behind grid labels traced from B1.P.100a),MU-AR0006e,,,Roman,"Phase 1, Phase 2",86575707e85e646c8da09fe235bb4b4e,"F.II.13,14; F.III.1,2","F.II.13; F.II.14; F.III.1; F.III.2"
"assumed width about 1.1 m; assumed E and W sides perpendicular to AX-002",MU-AR0034r,,opus quadratum,Roman,"Phase 1, Phase 2",e7546e1a182967b463e91db126574079,"F.II.9,13","F.II.9; F.II.13"
"assumed width about 1.0 m; assumed E and W sides perpendicular to AX-002",MU-AR0033r,,opus quadratum,Roman,"Phase 1, Phase 2",2ccee2cfdc924cdc5a1a4c82eb225fc1,"E.II.16; E.III.4; F.II.13; F.III.1","E.II.16; E.III.4; F.II.13; F.III.1"
"assumed width about 1.1 m; assumed E and W sides perpendicular to AX-002",MU-AR0032r,,opus quadratum,Roman,"Phase 1, Phase 2",988656f6040e8d4cac80ec6e81565e4e,"E.II.15,16; E.III.3,4","E.II.15; E.II.16; E.III.3; E.III.4"
"assumed width about 1.3 m; assumed E and W sides perpendicular to AX-002",MU-AR0031r,,opus quadratum,Roman,"Phase 1, Phase 2",0bab8f8f046c8e173ca3dad7e9f4dc8f,E.III.3,E.III.3
"assumed width about 1.5 m; assumed E and W sides perpendicular to AX-002",MU-AR0030r,,opus quadratum,Roman,"Phase 1, Phase 2",ef9c87c36223265656b340853cdc7358,"E.III.2,6,7","E.III.2; E.III.6; E.III.7"
"B3.P.064a (for construction, see Byrsa III: 55)",MU-SX0036e,,opus caementicium,Roman,Phase 2,1641801c15af45a3b552340af673274d,"K.VIII.12; L.VIII.9,13,14","K.VIII.12; L.VIII.9; L.VIII.13; L.VIII.14"
"B3.P.064a (for construction, see Byrsa III: 50-51)",MU-SX0041e,,opus quadratum,Roman,Phase 2,0ebb6ea54f390b605c3d73ebb091a7b4,"M.IX.9,10","M.IX.9; M.IX.10"
B3.P.064a,MU-FA0083h,,opus quadratum,Roman,Phase 2,2dd0e124e3f7bbe490a34eb5a373875b,"L.V.1,2,3,5,6,7,8,9,10,14","L.V.1; L.V.2; L.V.3; L.V.5; L.V.6; L.V.7; L.V.8; L.V.9; L.V.10; L.V.14"
B3.P.064a,MU-FA0094r,,opus quadratum,Roman,Phase 2,ee00da17f61f9ddb5b61af7f18fa73c9,"N.VIII.6,7,11,13,14,15; N.IX.1,2","N.VIII.6; N.VIII.7; N.VIII.11; N.VIII.13; N.VIII.14; N.VIII.15; N.IX.1; N.IX.2"
B3.P.064a,MU-FA0079r,,opus quadratum,Roman,Phase 2,71ca4c94dc938e2ead6701116facbb3f,"J.V.16; J.VI.3,4; K.V.10,11,13,14; K.VI.1","J.V.16; J.VI.3; J.VI.4; K.V.10; K.V.11; K.V.13; K.V.14; K.VI.1"
assumed curve of MU-AS0006e was originally semicircular,MU-AS0026r,,rubble linked with lime,Roman,"Phase 1, Phase 2",40e708c0a6a0a827a6ada185e5910624,"F.II.13; F.III.1","F.II.13; F.III.1"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0052h,,,Roman,"Phase 1, Phase 2",6dad235097994e59f670f8d619adf1d7,J.XX.13,J.XX.13
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed contiguous with façade wall of adjacent corner room; assumed E side flush with AX-003",MU-FA0056h,,,Roman,"Phase 1, Phase 2",e17ddfc79936ade4ecb3900a07e9f598,J.I.11,J.I.11
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0053h,,,Roman,"Phase 1, Phase 2",9da25105a263bb893043dcd7836be9e0,"J.I.1,2","J.I.1; J.I.2"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0054h,,,Roman,"Phase 1, Phase 2",d5ee91e26291bf408666a30fc32dacf5,"J.I.2,6","J.I.2; J.I.6"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0055h,,,Roman,"Phase 1, Phase 2",5d456f7c6bf341b2ed5d0abbe4319e02,"J.I.6,7,10,11","J.I.6; J.I.7; J.I.10; J.I.11"
D1990.K.151 (assumed length 30.2 m),ES-0001h,,,Roman,"Phase 1, Phase 2",cf64db601d8922a5b6876a33bafa75dd,"H.II.16; H.III.4,8; I.II.8,10,11,12,13,14,15,16; I.III.1,2,3,4,5,6,7,9; J.II.5,9,10,13,14","H.II.16; H.III.4; H.III.8; I.II.8; I.II.10; I.II.11; I.II.12; I.II.13; I.II.14; I.II.15; I.II.16; I.III.1; I.III.2; I.III.3; I.III.4; I.III.5; I.III.6; I.III.7; I.III.9; J.II.5; J.II.9; J.II.10; J.II.13; J.II.14"
"B2.J.010a (assumed N side flush with AX-010; assumed S side flush with AX-011; assumed E side abutting MU-SX0009r as shown in B2.J.010a and G1990.P.571)",MU-SF0009r,wall F,,Roman,Phase 2,a063abcb646ec38d9188f3cadae7885e,"H.III.8,11,12; I.III.5,9","H.III.8; H.III.11; H.III.12; I.III.5; I.III.9"
assumed curve of MU-AS0006e was originally semicircular,MU-AS0025r,,"rubble joined with lime, lined with opus reticulatum",Roman,"Phase 1, Phase 2",6fa3bb47a80393af9f649b96fd7ce7d9,"E.III.4; F.III.1","E.III.4; F.III.1"
"assumed length such that apse opening was proportional to that reconstructed in GD1980.P.320; assumed S side flush with AX-002",MU-FA0027h,,opus quadratum,Roman,"Phase 1, Phase 2",9167c12cc9ce91179311115e95cfc8c3,E.III.2,E.III.2
"assumed length such that apse opening was proportional to that reconstructed in GD1980.P.320; assumed S side flush with AX-002",MU-FA0028h,,opus quadratum,Roman,"Phase 1, Phase 2",25ceaf5fd40abf3b8cc70f58e34b3b15,"E.II.15; E.III.2,3","E.II.15; E.III.2; E.III.3"
"assumed length such that apse opening was proportional to that reconstructed in GD1980.P.320; assumed S side flush with AX-002",MU-FA0029h,,opus quadratum,Roman,"Phase 1, Phase 2",a3f57b6383657dd19f9cc211e6d090dc,"E.II.15,16","E.II.15; E.II.16"
"assumed length such that apse opening was proportional to that reconstructed in GD1980.P.320; assumed S side flush with AX-002",MU-FA0030h,,opus quadratum,Roman,"Phase 1, Phase 2",e42cd43a3ee9b654d87c0a00f3a1a71a,E.II.16,E.II.16
"assumed length such that apse opening was proportional to that reconstructed in GD1980.P.320; assumed S side flush with AX-002",MU-FA0031h,,opus quadratum,Roman,"Phase 1, Phase 2",7ce69576481285702ec16071ffc543f0,F.II.9,F.II.9
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0042h,,,Roman,"Phase 1, Phase 2",364c638339ac418c27c914c0efd02b47,"H.I.5,6","H.I.5; H.I.6"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0043h,,,Roman,"Phase 1, Phase 2",a0b4a38c315f5105f31a91661ce64c42,H.I.6,H.I.6
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0044h,,,Roman,"Phase 1, Phase 2",af1d2afbaaac39d5ad15a9a942f035f6,"H.I.3,7","H.I.3; H.I.7"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0045h,,,Roman,"Phase 1, Phase 2",b385a65beb92484260ff9e9128307403,H.I.4,H.I.4
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0046h,,,Roman,"Phase 1, Phase 2",a42fcd8ab3b28c1483a2938b65a6a701,"H.I.4; H.XX.16; I.I.1; I.XX.13","H.I.4; H.XX.16; I.I.1; I.XX.13"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0047h,,,Roman,"Phase 1, Phase 2",284ed72087e7a0e754133ebcc6170e83,"I.XX.13,14","I.XX.13; I.XX.14"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0048h,,,Roman,"Phase 1, Phase 2",0ad0d42928d89624223be0e37c3ded3f,"I.XX.10,14","I.XX.10; I.XX.14"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed contiguous with façade walls of adjacent corner room; assumed S side flush with AX-002",MU-FA0049h,,,Roman,"Phase 1, Phase 2",6eddbbf9d0e7546ac0cfb7c97b6683a4,I.XX.11,I.XX.11
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0041h,,,Roman,"Phase 1, Phase 2",84e675b8e325f2214f4293eed27d4e12,"G.I.12; H.I.9","G.I.12; H.I.9"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0040h,,,Roman,"Phase 1, Phase 2",4ea8befaad91fef352d2e87ebe02814e,G.I.12,G.I.12
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0039h,,,Roman,"Phase 1, Phase 2",bb41f7a9a03c57754f8a81a7db6ec6b1,"G.I.11,15","G.I.11; G.I.15"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0038h,,,Roman,"Phase 1, Phase 2",19f42474bbdb5b04eb814504dc8c38a5,"G.I.14,15","G.I.14; G.I.15"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0037h,,,Roman,"Phase 1, Phase 2",37f75d6d1ba5848320e200cd4202d2c2,"G.I.13,14; G.II.1,2","G.I.13; G.I.14; G.II.1; G.II.2"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0036h,,,Roman,"Phase 1, Phase 2",390a84b7f275cd0e72d0799381f7ab93,G.II.1,G.II.1
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0035h,,,Roman,"Phase 1, Phase 2",ee6190db5842e82972e6c0b60ef86501,"F.II.4,8","F.II.4; F.II.8"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed contiguous with façade wall of adjacent corner room; assumed E side flush with AX-003",MU-FA0051h,,,Roman,"Phase 1, Phase 2",0ee72f2cb09c286b7de7f11ad2b2a308,"I.XX.12; J.XX.9,13","I.XX.12; J.XX.9; J.XX.13"
"D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60; assumed contiguous with MU-AR0052h)",MU-AR0053h,,,Roman,"Phase 1, Phase 2",91068b06d53fced88bebc5e682d07d8d,"I.XX.12,15,16; J.XX.9,13","I.XX.12; I.XX.15; I.XX.16; J.XX.9; J.XX.13"
assumed dimensions and shape described in Delattre (1894: 89-90),MU-SA0001r,,,Roman,"Phase 1, Phase 2",915ea2cb302bb265120b0803323091d9,"H.I.7,8,10,11,12,13,14,15; H.II.2; I.I.1,2,3,4,5,6,7,8,9,12; I.XX.15,16; J.I.1,5,9,10,13,14","H.I.7; H.I.8; H.I.10; H.I.11; H.I.12; H.I.13; H.I.14; H.I.15; H.II.2; I.I.1; I.I.2; I.I.3; I.I.4; I.I.5; I.I.6; I.I.7; I.I.8; I.I.9; I.I.12; I.XX.15; I.XX.16; J.I.1; J.I.5; J.I.9; J.I.10; J.I.13; J.I.14"
"assumed thickness identical to MU-SD0018r; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed continuous with façade of adjacent corner room; assumed N side flush with AX-007",MU-FA0059h,,,Roman,"Phase 1, Phase 2",f662fb2b80ebebfb8dbbfe593baa8072,J.II.2,J.II.2
"assumed thickness identical to MU-SD0018r; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed N side flush with AX-007",MU-FA0060h,,,Roman,"Phase 1, Phase 2",de8c446950b2bf6f7f1e6a7c9019eb42,"J.II.1,2","J.II.1; J.II.2"
"assumed thickness identical to MU-SD0018r; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed N side flush with AX-007",MU-FA0061h,,,Roman,"Phase 1, Phase 2",0927da7ecb58b6bb62b64ba446b8d241,"J.II.1,5","J.II.1; J.II.5"
"assumed S side flush with AX-008; assumed N side flush with AX-007; assumed E side abutting MU-FA0061h",MU-SD0018r,"wall D, Lapeyre's wall",,Roman,"Phase 1, Phase 2",bc5cd9a72287e36b585211dbc289a244,"H.II.16; H.III.3,4; I.II.7,8,9,10,11,12,13,14; J.II.5","H.II.16; H.III.3; H.III.4; I.II.7; I.II.8; I.II.9; I.II.10; I.II.11; I.II.12; I.II.13; I.II.14; J.II.5"
"D1990.K.151 (assumed same width as façade walls of adjacent apses); assumed E side flush with AX-003",MU-FA0057h,,,Roman,"Phase 1, Phase 2",26b405ec13b695b2948d8d0de313d775,"J.I.11,15","J.I.11; J.I.15"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed thickness assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-010",MU-FA0062h,,,Roman,"Phase 1, Phase 2",48395d27c8cef766bd3d8c209ef1d902,J.II.14,J.II.14
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed thickness assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-010",MU-FA0063h,,,Roman,"Phase 1, Phase 2",cd6f8573a5f347b7ec607a17e20a4b19,"J.II.10,11","J.II.10; J.II.11"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed thickness assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-010",MU-FA0064h,,,Roman,"Phase 1, Phase 2",193e60170ff2f8d87b47893e72d4e83b,"J.II.11,12","J.II.11; J.II.12"
"D1990.K.151 (assumed same width as façade walls of adjacent apses); assumed E side flush with AX-003; assumed S side flush with AX-010",MU-FA0065h,,,Roman,"Phase 1, Phase 2",95ab54a485fbe139f61f36b8670a0df3,"J.II.8,11,12; K.II.5,9","J.II.8; J.II.11; J.II.12; K.II.5; K.II.9"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed contiguous with façade wall of adjacent corner room; assumed E side flush with AX-003",MU-FA0066h,,,Roman,"Phase 1, Phase 2",4e4f8740a22933eb88e918675aeeb825,"K.II.9,13","K.II.9; K.II.13"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0067h,,,Roman,"Phase 1, Phase 2",b90c1dc5003bea633e332aded6e2ddf7,"K.II.13,14","K.II.13; K.II.14"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0068h,,,Roman,"Phase 1, Phase 2",aa71e36da2b7ddbee2e06a27bc3cef6d,K.III.2,K.III.2
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0069h,,,Roman,"Phase 1, Phase 2",de450f8bd51285f8439beebc90ce6cc2,"K.III.3,6,7","K.III.3; K.III.6; K.III.7"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0070h,,,Roman,"Phase 1, Phase 2",896ed52d6548c9e112dd94c0935aca0e,"K.III.7,11","K.III.7; K.III.11"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0071h,,,Roman,"Phase 1, Phase 2",c993c2b02bccc9b8d2a8e02aff365a91,"K.III.11,12","K.III.11; K.III.12"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0072h,,,Roman,"Phase 1, Phase 2",f783d2f1fdf8886df83239685c4da508,K.III.16,K.III.16
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed E side flush with AX-003",MU-FA0073h,,,Roman,"Phase 1, Phase 2",44e690e558d66ca1eab56568b1720b11,"K.IV.4; L.IV.1","K.IV.4; L.IV.1"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed contiguous with façade wall of adjacent corner room; assumed E side flush with AX-003",MU-FA0074h,,,Roman,"Phase 1, Phase 2",ba447dae9d7bd8762c9d9387175bf172,"L.IV.1,5","L.IV.1; L.IV.5"
"D1990.K.151 (assumed same width as façade walls of adjacent apses); assumed S side flush with AX-002; assumed E side flush with AX-003",MU-FA0050h,,,Roman,"Phase 1, Phase 2",13ca03a6c16ca9ea17984f1b8f1b072b,"I.XX.8,11,12; J.XX.9","I.XX.8; I.XX.11; I.XX.12; J.XX.9"
D1990.K.151 (assumed length 30.2 m),ES-0002h,,,Roman,"Phase 1, Phase 2",e5172af8324d676794d0a17ca405c02b,"J.V.7,8,10,11,12,14,15,16; J.VI.3,4; K.IV.15; K.V.1,2,3,4,5,6,7,8,9,10,11,12,13,14","J.V.7; J.V.8; J.V.10; J.V.11; J.V.12; J.V.14; J.V.15; J.V.16; J.VI.3; J.VI.4; K.IV.15; K.V.1; K.V.2; K.V.3; K.V.4; K.V.5; K.V.6; K.V.7; K.V.8; K.V.9; K.V.10; K.V.11; K.V.12; K.V.13; K.V.14"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed contiguous with façade wall of adjacent corner room",MU-FA0076h,,,Roman,"Phase 1, Phase 2",ff88cc7aceebcf0877e1c81ed09fe852,"K.IV.12; L.IV.9","K.IV.12; L.IV.9"
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses",MU-FA0077h,,,Roman,"Phase 1, Phase 2",fafef825a2390792b7179a28e202b950,K.IV.16,K.IV.16
"assumed wall width of 1.0 m following Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses",MU-FA0078h,,,Roman,"Phase 1, Phase 2",ee7e45c34c89e096943e9fbb71368c78,K.IV.15,K.IV.15
"D1990.K.151 (assumed same width as façade walls of adjacent apses); assumed E side flush with AX-003",MU-FA0075h,,,Roman,"Phase 1, Phase 2",3f2b3017895151f964c406cf7a17173e,"L.IV.5,9,10","L.IV.5; L.IV.9; L.IV.10"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0034h,,,Roman,"Phase 1, Phase 2",b15ef4b7eb58361c64b7cb1c0ead6beb,"F.II.7,8","F.II.7; F.II.8"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0033h,,,Roman,"Phase 1, Phase 2",7afc537fac2b0cc5b68efee7024646eb,"F.II.6,7","F.II.6; F.II.7"
"assumed same dimensions as described by Beulé 1861: 60; assumed opening width of 2.28 m, proportional to openings of southwest apses; assumed S side flush with AX-002",MU-FA0032h,,,Roman,"Phase 1, Phase 2",afdf9bf3e22433eaeccdbd644e800d41,F.II.10,F.II.10
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0029h,,,Roman,"Phase 1, Phase 2",97d2be642bbb10dca808eb9b64050221,"F.II.10,11,14,15","F.II.10; F.II.11; F.II.14; F.II.15"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0030h,,,Roman,"Phase 1, Phase 2",686896eacafcf3ba909e464aae2c59a3,"F.II.7,8,11,12","F.II.7; F.II.8; F.II.11; F.II.12"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0031h,,,Roman,"Phase 1, Phase 2",3a3ec9abcec1389c901dec73bbcf120a,"F.II.8,12; G.II.5","F.II.8; F.II.12; G.II.5"
